customerid,churn,customer_gender,customer_seniorcitizen,customer_partner,customer_dependents,customer_tenure,phone_phoneservice,phone_multiplelines,internet_internetservice,internet_onlinesecurity,internet_onlinebackup,internet_deviceprotection,internet_techsupport,internet_streamingtv,internet_streamingmovies,account_contract,account_paperlessbilling,account_paymentmethod,total_day,account_charges_monthly,account_charges_total
9334-gwgow,False,male,1,True,False,7,True,yes,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.31,74.85,485.25
9337-srrni,False,male,0,False,True,66,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,credit card (automatic),0.85,25.3,1673.8
9339-fiijl,False,male,0,True,False,72,True,yes,dsl,no,yes,yes,yes,yes,yes,two year,False,bank transfer (automatic),2.85,85.95,6151.9
9342-vnimq,False,male,0,False,False,33,True,yes,dsl,no,yes,no,no,no,no,month-to-month,True,bank transfer (automatic),1.68,54.65,1665.2
9347-aerrl,False,male,0,True,False,23,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,credit card (automatic),0.7,19.3,486.2
9348-rouai,False,female,0,True,True,59,True,yes,dsl,yes,yes,yes,yes,yes,yes,two year,False,credit card (automatic),2.93,90.3,5194.05
9348-yvomk,False,male,0,False,False,4,True,no,dsl,no,no,no,no,no,no,month-to-month,True,credit card (automatic),1.47,44.8,176.2
9350-vlhmb,False,male,0,True,True,67,True,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,True,bank transfer (automatic),3.17,89.55,6373.1
9350-zxyjc,False,female,0,False,False,4,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,credit card (automatic),0.97,25.3,116.95
9351-hxdmr,False,male,0,True,False,72,True,yes,fiber optic,yes,no,yes,yes,yes,yes,two year,True,credit card (automatic),3.82,110.9,8240.85
9351-lzygf,False,female,0,True,False,42,True,yes,dsl,yes,yes,no,yes,no,no,month-to-month,True,credit card (automatic),2.16,66.4,2727.8
9355-nppfs,False,female,1,False,False,26,True,no,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.57,78.8,2006.1
9356-axgmp,False,male,0,True,False,38,True,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,True,electronic check,3.88,110.7,4428.6
9357-ujrun,False,male,0,True,False,24,True,yes,dsl,yes,no,no,yes,no,no,one year,True,electronic check,1.87,58.35,1346.9
9359-janws,False,female,0,True,False,65,True,no,dsl,yes,no,yes,yes,no,no,two year,False,credit card (automatic),1.98,58.9,3857.1
9359-ugbtk,False,female,0,False,False,67,True,no,dsl,yes,no,yes,yes,no,yes,one year,True,bank transfer (automatic),2.48,72.35,4991.5
9360-ahgnl,True,female,1,True,False,43,True,yes,fiber optic,yes,no,yes,yes,yes,yes,one year,True,mailed check,3.74,109.55,4830.25
9360-omdzz,False,male,0,False,False,24,True,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.23,94.1,2322.85
9361-ynqwj,False,female,0,False,False,64,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,True,bank transfer (automatic),0.83,24.4,1601.2
9362-mwodr,False,female,0,False,True,40,True,no,dsl,yes,no,no,yes,yes,no,month-to-month,True,credit card (automatic),2.05,64.1,2460.35
9364-ykuvw,False,male,0,False,False,15,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,True,mailed check,0.69,19.8,309.4
9365-cslbq,False,male,0,False,True,71,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.78,24.35,1654.6
9365-srsze,False,male,1,True,False,27,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.4,70.55,1943.9
9367-oiuxp,False,male,0,False,False,4,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.61,20.7,73.05
9367-tcuyn,False,female,0,False,False,12,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.62,20.1,223.6
9367-wxlch,True,male,0,False,False,8,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,False,bank transfer (automatic),2.76,84.5,662.65
9369-xfehk,True,female,1,True,False,33,True,yes,fiber optic,no,yes,no,no,no,no,month-to-month,True,bank transfer (automatic),2.68,80.6,2656.5
9371-bithb,False,female,0,True,True,52,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.69,19.85,1070.5
9372-txxps,False,female,0,True,False,60,True,no,dsl,yes,yes,no,yes,no,no,two year,False,bank transfer (automatic),1.94,59.85,3483.45
9373-wsloy,False,male,1,True,False,33,False,no phone service,dsl,no,yes,yes,yes,yes,no,month-to-month,True,electronic check,1.77,50.0,1750.85
9374-yolbj,False,female,0,True,True,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,electronic check,0.64,19.25,19.25
9375-mhrrs,False,male,0,False,False,6,True,no,dsl,no,no,no,yes,no,no,month-to-month,False,mailed check,1.6,50.05,288.35
9378-fxtiz,True,female,0,True,False,54,True,yes,dsl,no,no,no,no,yes,yes,one year,True,credit card (automatic),2.29,70.15,3715.65
9381-ndkme,True,female,1,True,False,24,False,no phone service,dsl,no,no,yes,no,no,yes,month-to-month,True,credit card (automatic),1.3,40.65,933.3
9385-ehgdo,False,female,0,True,True,35,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,mailed check,0.7,19.85,739.35
9385-nxkda,False,female,0,True,False,72,True,yes,dsl,yes,yes,yes,no,yes,yes,two year,True,credit card (automatic),2.74,82.65,5919.35
9386-ldczr,False,male,0,False,False,43,True,no,fiber optic,yes,yes,yes,yes,no,no,one year,True,credit card (automatic),3.01,90.65,3882.3
9388-zeyvt,False,male,0,False,False,43,False,no phone service,dsl,no,no,yes,yes,no,yes,one year,False,electronic check,1.5,44.15,1931.3
9389-acwbi,False,female,0,True,True,5,True,no,fiber optic,no,no,no,no,no,no,month-to-month,False,credit card (automatic),2.14,69.95,320.4
9391-dxggg,False,female,1,False,False,44,True,no,fiber optic,no,yes,yes,no,no,yes,one year,False,credit card (automatic),3.02,89.15,3990.75
9391-eoyli,True,male,1,True,False,12,True,no,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.64,80.45,950.2
9391-lmann,False,male,0,False,True,53,True,no,fiber optic,yes,yes,yes,no,no,yes,one year,False,electronic check,3.17,95.95,5036.9
9391-ttoyh,False,female,0,False,False,23,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,True,mailed check,0.68,19.5,470.2
9391-yzejw,False,female,0,False,False,62,True,yes,fiber optic,no,no,no,no,yes,yes,one year,True,bank transfer (automatic),3.1,94.0,5757.2
9392-xbgtd,False,male,0,False,True,27,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.72,20.6,581.85
9396-zsfll,False,female,0,False,False,15,True,yes,dsl,no,no,no,no,no,no,month-to-month,False,mailed check,1.4,48.85,631.4
9397-tzsha,False,female,0,False,False,69,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,credit card (automatic),0.81,24.6,1678.05
9398-mmqto,False,male,0,False,False,3,True,no,fiber optic,no,yes,no,no,no,no,month-to-month,False,credit card (automatic),2.46,74.45,221.1
9399-aplbt,True,female,0,True,True,1,True,no,fiber optic,no,yes,no,no,no,no,month-to-month,True,electronic check,2.49,74.7,74.7
9402-cxwpl,False,female,0,False,False,70,True,yes,fiber optic,no,yes,no,no,yes,yes,one year,False,electronic check,3.26,98.9,6838.6
9402-orrah,False,female,1,False,False,15,True,no,fiber optic,no,no,no,no,yes,yes,month-to-month,True,electronic check,3.11,91.5,1400.3
9402-roumj,False,female,0,True,True,67,True,yes,fiber optic,yes,no,yes,yes,no,yes,one year,True,bank transfer (automatic),3.33,100.25,6689.0
9405-gpbbg,False,female,0,False,False,64,True,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,True,credit card (automatic),3.68,110.5,7069.25
9408-hrxrk,False,female,0,True,True,45,True,yes,fiber optic,yes,yes,no,no,yes,yes,month-to-month,True,electronic check,3.5,105.15,4730.9
9408-ssnvz,True,female,0,False,False,4,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.24,70.15,268.35
9411-tpqqv,False,female,0,False,False,40,False,no phone service,dsl,yes,no,no,yes,yes,yes,one year,True,bank transfer (automatic),1.86,54.55,2236.2
9412-argbx,True,female,0,False,True,48,True,no,fiber optic,no,yes,yes,yes,yes,no,two year,True,mailed check,3.21,95.5,4627.85
9412-gheec,True,male,0,False,False,40,True,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,False,bank transfer (automatic),3.44,104.8,4131.95
9415-dpews,True,female,0,False,False,18,True,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,True,electronic check,3.04,88.35,1639.3
9415-tpkrv,False,female,0,True,True,8,True,yes,dsl,no,yes,no,no,no,no,month-to-month,False,electronic check,1.86,55.75,446.8
9415-znbsx,False,female,0,True,True,70,True,yes,dsl,yes,yes,yes,yes,yes,yes,two year,True,bank transfer (automatic),3.0,89.0,6293.2
9418-rukph,False,female,0,True,True,38,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,mailed check,0.66,19.95,756.4
9419-ippbe,False,female,0,True,True,51,True,yes,fiber optic,no,no,yes,no,no,yes,one year,True,electronic check,2.98,90.15,4554.85
9420-lojkx,True,female,0,False,False,15,True,no,fiber optic,yes,yes,no,no,yes,yes,month-to-month,True,credit card (automatic),3.17,99.1,1426.4
9424-cmpog,False,male,0,True,True,9,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,False,mailed check,0.73,19.6,197.4
9426-sxnhe,False,female,0,False,False,2,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,bank transfer (automatic),0.89,18.75,53.15
9430-frqoc,True,female,0,False,True,4,True,yes,fiber optic,no,no,yes,yes,no,no,month-to-month,True,mailed check,2.85,87.1,341.45
9430-nkqly,False,male,0,True,True,72,True,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,True,credit card (automatic),0.83,25.1,1790.8
9432-ruvsl,False,female,0,False,False,48,True,no,fiber optic,yes,no,yes,yes,yes,yes,two year,True,credit card (automatic),3.41,102.5,4904.25
9432-vofyx,False,male,0,False,False,17,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.37,70.8,1207.0
9435-jmlsx,False,male,0,True,False,71,True,no,dsl,yes,yes,yes,yes,yes,yes,two year,True,bank transfer (automatic),2.84,86.1,6045.9
9436-zbzct,True,male,0,False,False,14,True,yes,fiber optic,no,no,no,yes,yes,no,month-to-month,True,electronic check,2.81,89.95,1178.4
9441-qhevc,False,male,0,False,False,1,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.64,19.1,19.1
9442-jtwdl,False,female,0,False,False,11,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,credit card (automatic),0.72,20.05,237.7
9443-jubuo,False,male,0,True,True,72,False,no phone service,dsl,yes,yes,yes,yes,yes,yes,two year,True,credit card (automatic),2.07,65.25,4478.85
9444-jtxhz,True,male,0,True,False,1,True,no,fiber optic,no,no,yes,no,no,no,month-to-month,False,electronic check,2.54,76.2,76.2
9445-szlch,True,female,0,True,True,36,True,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,True,bank transfer (automatic),3.2,97.35,3457.9
9445-zueqe,False,male,0,True,True,27,True,yes,fiber optic,no,yes,no,yes,no,no,month-to-month,True,credit card (automatic),2.66,85.2,2151.6
9447-yptbx,False,female,0,True,False,50,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,True,bank transfer (automatic),0.63,19.85,943.1
9448-reevd,True,male,0,True,False,1,True,no,dsl,no,no,no,no,no,no,month-to-month,False,credit card (automatic),1.49,44.7,44.7
9450-trjuu,False,male,0,False,False,35,True,yes,fiber optic,no,no,no,no,yes,no,month-to-month,False,electronic check,2.71,83.15,2848.45
9451-lpgoo,True,male,0,False,False,7,True,yes,fiber optic,no,no,no,no,no,yes,month-to-month,True,electronic check,2.95,86.8,620.35
9451-wlyri,False,female,0,True,False,53,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,credit card (automatic),0.62,19.05,990.45
9453-patos,False,female,0,True,False,72,True,no,dsl,yes,yes,yes,yes,yes,yes,two year,False,mailed check,2.85,85.1,6155.4
9462-mjuaw,True,male,0,False,False,4,True,yes,dsl,no,no,no,no,no,no,month-to-month,False,mailed check,1.72,50.4,206.6
9465-rwmxl,True,male,0,True,False,32,True,yes,fiber optic,no,no,yes,no,no,no,month-to-month,True,electronic check,2.55,78.9,2447.95
9467-roolm,False,female,0,False,False,25,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,False,mailed check,0.62,19.05,461.3
9469-wejbt,False,male,0,True,False,37,True,no,fiber optic,no,no,yes,yes,no,yes,month-to-month,True,electronic check,3.08,90.35,3419.3
9470-rtwdv,False,male,0,True,True,26,True,yes,dsl,no,no,yes,yes,yes,yes,one year,True,credit card (automatic),2.67,82.0,2083.1
9470-xccem,False,male,0,True,True,35,True,yes,fiber optic,no,yes,no,no,yes,no,month-to-month,True,bank transfer (automatic),3.01,89.65,3161.6
9470-yfuyi,False,male,1,True,False,71,True,no,dsl,yes,yes,no,yes,yes,no,one year,True,bank transfer (automatic),2.35,71.0,5012.1
9473-cbzop,False,female,0,False,False,28,True,yes,dsl,yes,no,yes,no,no,no,one year,False,mailed check,1.97,59.0,1654.45
9474-phlyd,True,female,0,False,False,15,True,no,dsl,no,no,yes,no,no,yes,month-to-month,True,electronic check,1.98,59.45,892.65
9475-nndgc,False,male,0,True,False,71,True,yes,fiber optic,no,yes,yes,yes,yes,yes,one year,True,bank transfer (automatic),3.73,113.15,7953.25
9477-lgwqi,False,male,0,True,True,70,True,no,dsl,yes,yes,yes,no,yes,yes,two year,True,credit card (automatic),2.67,80.15,5600.15
9479-hynyl,False,female,0,True,False,71,True,no,dsl,no,yes,yes,yes,yes,yes,two year,True,credit card (automatic),2.68,80.7,5705.05
9480-bqjei,False,male,0,False,False,62,True,yes,fiber optic,yes,yes,no,no,no,yes,one year,True,bank transfer (automatic),3.08,92.3,5731.45
9481-iebzy,False,male,1,True,False,72,True,yes,fiber optic,yes,yes,yes,yes,yes,yes,month-to-month,True,credit card (automatic),3.73,112.9,8061.5
9481-sfcqy,False,female,0,False,True,14,True,no,dsl,no,no,yes,no,yes,no,month-to-month,True,credit card (automatic),1.96,59.8,824.85
9481-whgwy,False,female,0,True,True,70,True,no,dsl,yes,no,no,yes,yes,yes,two year,False,credit card (automatic),2.59,75.35,5437.75
9483-gcpwe,False,male,0,False,True,9,True,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,False,mailed check,0.7,20.1,190.25
9488-fvzcc,False,female,0,True,True,72,True,yes,dsl,yes,yes,yes,yes,no,yes,two year,True,bank transfer (automatic),2.62,79.5,5661.7
9488-fyqau,False,female,0,True,False,63,True,yes,fiber optic,no,yes,yes,yes,yes,yes,two year,True,bank transfer (automatic),3.62,109.25,6841.4
9488-hgmjh,True,female,1,False,False,1,True,no,fiber optic,no,no,no,no,no,no,month-to-month,True,electronic check,2.37,71.15,71.15
9489-dedvp,False,female,0,True,True,70,True,yes,dsl,yes,yes,no,no,yes,no,two year,True,credit card (automatic),2.32,69.2,4872.35
9489-jmttn,False,female,0,True,True,72,True,yes,dsl,yes,yes,yes,yes,yes,yes,two year,False,credit card (automatic),3.05,89.75,6595.9
9489-utfka,False,male,1,True,False,8,True,no,dsl,yes,no,no,no,yes,no,month-to-month,False,bank transfer (automatic),2.3,60.9,551.95
9490-dfpmd,True,female,1,False,False,42,True,yes,fiber optic,no,no,no,no,yes,no,month-to-month,True,electronic check,2.81,84.65,3541.35
